Year,Accounting and Actuarial Science,advertising and public relations,aerospace engineering,agriculture production and management,animal sciences,anthropology and archeology,architecture,"area, ethnic, and civilization studies",art and music education,art history and criticism,Average of all Majors,Biochemistry and Molecular Biology,biology,"Botany, Ecology, and Zoology",business economics,business management and administration,Chemical and Biological Engineering,chemistry,Civil and Architectural Egineering,commercial art and graphic design,communication disorders sciences and services,communication technologies,communications,community and public health,composition and speech,computer engineering,computer science,construction services,criminal justice and fire protection,criminology,drama and theater arts,early childhood education,economics,electrical engineering,elementary education,Energy and Extraction Engineering,engineering technologies,english language and literature,environmental science,family and consumer sciences,"film, video and photographic arts",finance,fine arts,forestry,general agriculture,general education,general engineering,general medical and health services,General Physical Science,general social sciences,geography,Geology and Earth Science,health and medical administrative services,history,hospitality management,human resources and personnel management,human services and community organization,Industrial and Environmental Engineering,intercultural and international studies,interdisciplinary and multi-disciplinary studies (general),interdisciplinary social sciences,international business,international relations,journalism,language and drama education,liberal arts,Linguistics and Foreign Languages,management information systems and statistics,marketing and marketing research,mass media,Math and Science Teacher Education,Mathematics and Statistics,"Mechanical, Biomedical, and Marine Engineering",medical assisting services,medical technologies technicians,"Microbiology, Physiology, Pharmacology, Genetics, and Neuroscience",music,natural resources management,nursing,nutrition sciences,"operations, logistics and e-commerce",philosophy and religious studies,physical and health education teaching,"physical fitness, parks, recreation, and leisure","Physics, Astronomy, and Astrophysics",plant science and agronomy,political science and government,psychology,Public Administration and Public Policy,secondary teacher education,social science or history teacher education,social work,sociology,special needs education,studio arts,theology and religious vocations,transportation sciences and technologies,treatment therapy professions,visual and performing arts
28,127847.83,121775.55,177252.69,100147.47,92214.766,114881.44,122520.84,122953.02,67884.484,128076.07,117829.98,128911.05,107425.88,112706.94,149155.8,118854.59,162014.42,123539.76,137659.31,104437.67,59084.23,120103.32,122953.02,92214.766,90165.555,159809.78,135768.97,153691.28,102460.85,90008.016,100260.16,60358.316,156656.52,153523.38,60573.852,214851.75,114756.16,107425.88,109574.39,73512.5,131149.89,167100.28,85940.695,79919.469,102278.27,64751.355,138501.81,81968.68,122953.02,104437.67,102460.85,104437.67,107425.88,106539.86,100260.16,101212.87,73065.328,156656.52,93993.906,108500.13,83792.18,87091.727,178281.89,107583.9,63535.07,100980.32,92214.766,132364.72,133174.83,105891.78,71017.617,135768.97,157916.03,93993.906,98016.672,161138.81,79904.891,74124.25,95885.875,83792.18,144123.98,122953.02,78839.492,83550.141,150396.22,90008.016,134282.34,94263.984,122953.02,76845.641,63923.914,68752.563,107583.9,64455.523,105891.78,76845.641,146212.73,99538.273,85231.891
29,122953.02,108009.62,160064.55,133174.83,105891.78,77346.633,118168.46,107570.8,67770.742,81643.664,117193.84,131305.81,109659.55,105891.78,147543.63,118168.46,154482.8,124280.83,130547.09,95885.875,81643.664,85231.891,114363.13,141894.98,112245.29,158837.67,137857.73,157916.03,104409.06,97337.813,107425.88,54307.59,170463.78,159809.78,60727.719,166250.09,117829.98,113731.55,134223.72,74124.25,102460.85,166510.11,92386.25,94820.477,92214.766,64455.523,148301.5,78359.922,122953.02,93239.375,90558.883,118168.46,95302.602,115422.04,112706.94,107425.88,56353.469,158837.67,89140.945,91190.164,105891.78,128911.05,149155.8,124651.63,69673.383,98171.414,85940.695,127847.83,127070.14,96313.203,67884.484,153691.28,154482.8,102460.85,91905.148,121775.55,84713.422,97420.438,95302.602,65574.945,133174.83,103343.66,71722.602,90165.555,154602,85638.891,137659.31,95302.602,106539.86,77301,74577.898,58402.688,85231.891,62307.008,102460.85,64455.523,148248.5,100411.64,405744.97
30,128911.05,98831.805,168658.63,95885.875,125717.03,88772.023,116480.96,99215.789,74577.898,94263.984,118014.57,111682.33,104832.87,92214.766,203897.09,118168.46,158837.67,141802.16,146212.73,96683.289,85231.891,127847.83,112797.16,73106.367,80569.406,166202.19,135768.97,133208.08,95885.875,95288.594,85940.695,59299.398,161138.81,156656.52,61476.512,189546.28,122953.02,105891.78,105891.78,68648.773,112245.29,174183.45,82717.922,97337.813,138379.92,71722.602,132364.72,95885.875,127070.14,95302.602,106539.86,122520.84,101212.87,107425.88,95288.594,95609.031,55400.727,152666.67,106526.43,74577.898,112932.25,123236.45,241708.22,120103.32,63535.07,98479.359,91311.992,131305.81,133174.83,91311.992,78839.492,137505.13,161138.81,81968.68,92214.766,105891.78,81968.68,99215.789,96683.289,85231.891,132364.72,139653.64,76708.695,103485.46,136600.39,101212.87,128458.34,90558.883,96082.656,79418.836,90008.016,61476.512,95594.234,56353.469,97757.547,70316.305,161888.16,100260.16,107583.9
31,128458.34,106539.86,172322.16,116480.96,127070.14,148248.5,107425.88,104437.67,77346.633,139653.64,117193.84,133174.83,104437.67,104437.67,158837.67,120390.04,177898.19,114881.44,146212.73,87727.648,62662.605,120316.98,121775.55,85231.891,80477.75,146212.73,137659.31,139653.64,105891.78,106539.86,83550.141,52945.891,161138.81,156656.52,62307.008,161888.16,120316.98,107605.26,124952.3,81968.68,111682.33,156656.52,84713.422,99082.07,104437.67,72447.102,133199.11,75195.125,112706.94,97337.813,100597.2,133174.83,88772.023,122520.84,104437.67,97420.438,63535.07,143828.81,150396.22,74577.898,110657.72,99215.789,138322.16,105891.78,69826.82,87727.648,96313.203,131059.56,120903.8,102715.03,67678.297,138322.16,153543.08,67884.484,91311.992,163287.33,98016.672,92949.531,99215.789,102348.92,104437.67,88089.219,74577.898,79904.891,169189.03,90237.734,136430.86,95609.031,106526.43,73106.367,85231.891,71381.703,92214.766,65652.906,89163.477,71722.602,168144.66,102460.85,85940.695
32,128911.05,118168.46,169189.03,104437.67,81968.68,109659.55,124280.83,99215.789,74124.25,117094.2,117829.98,204921.7,116480.96,119058.95,185899.06,121775.55,171544.69,121775.55,161138.81,84166.492,63923.914,113304.2,117193.84,90008.016,102460.85,148248.5,130547.09,174725.38,103128.84,85231.891,94243.688,55328.859,158837.67,154482.8,65652.906,198737.86,122953.02,99387.031,105891.78,69973.242,90558.883,161138.81,81968.68,99215.789,106539.86,64593.988,153543.08,92214.766,109659.55,110127.45,95302.602,133423.64,95302.602,101212.87,101212.87,99082.07,75198.109,137659.31,136272.94,104437.67,85231.891,128911.05,112932.25,112706.94,64550.34,102715.03,74150.75,138322.16,128076.07,127847.83,72061.992,150390.25,167100.28,81461.383,85772.344,125325.21,93993.906,82595.586,98831.805,85638.891,106539.86,89140.945,85940.695,87091.727,174183.45,98016.672,147025,87727.648,105891.78,71722.602,59299.398,61578.973,92125.852,64751.355,106526.43,69973.242,143445.2,95885.875,70316.305
33,138501.81,105891.78,167100.28,111682.33,105891.78,84713.422,129187.98,102460.85,74124.25,135541.48,117193.84,211783.56,105534.68,106539.86,150366.33,118168.46,158837.67,113304.2,148568.23,93993.906,88772.023,82505.758,105891.78,74124.25,76845.641,163937.36,142876.41,133199.11,102278.27,87091.727,86915.438,58009.973,139777.16,161878.39,60573.852,168035.8,115063.05,99215.789,96683.289,81536.672,99082.07,169060.41,85638.891,102054.58,106539.86,68829.656,135541.48,82505.758,106539.86,99082.07,135541.48,128913.23,99215.789,108615.18,102278.27,109659.55,71017.617,158837.67,95885.875,77283.875,92214.766,103393.3,156656.52,125325.21,64455.523,94263.984,102460.85,126891.77,131149.89,101762,68829.656,130547.09,161138.81,77774.094,87014.961,103128.84,79418.836,128076.07,99215.789,72061.992,108670.66,92949.531,83550.141,90558.883,155612.13,94263.984,128911.05,95885.875,116019.95,68829.656,90008.016,71381.703,92214.766,64550.34,63535.07,79418.836,166250.09,96683.289,53263.215
34,127070.14,117094.2,167267.58,126782.43,90008.016,102460.85,125325.21,90008.016,73106.367,79372.633,117193.84,112245.29,107425.88,96313.203,133199.11,120103.32,168658.63,122953.02,149155.8,94820.477,84713.422,88772.023,110127.45,91311.992,113837.06,156656.52,138322.16,174721.44,93993.906,90237.734,78420.891,62662.605,175780.36,159809.78,63535.07,194675.63,124280.83,102460.85,96683.289,68829.656,63923.914,158837.67,81968.68,110648.65,100411.64,73106.367,141395.98,88428.086,105891.78,106539.86,119324.64,156252.8,105891.78,112706.94,107425.88,106526.43,75821.031,142953.91,125325.21,95302.602,66599.555,129552.47,152352,109736.05,63923.914,90237.734,88089.219,135768.97,127070.14,102460.85,67678.297,148090.41,161878.39,84713.422,93755.078,107425.88,79495.148,103393.3,97420.438,77346.633,133423.64,102460.85,83550.141,90558.883,144894.2,95302.602,150390.25,90558.883,105891.78,80970.289,74577.898,66604.039,88949.094,73049.594,62662.605,69250.906,150617.45,96683.289,54307.59
35,136371.02,88089.219,146212.73,122953.02,96951.273,120716.63,138501.81,128911.05,69826.82,128076.07,114945.69,85940.695,108608.51,102460.85,120316.98,123236.45,160863.55,129100.68,150396.22,102460.85,66599.555,79919.469,106539.86,116805.38,105891.78,139034.52,128911.05,156656.52,105891.78,81643.664,91311.992,53712.938,153691.28,156656.52,65795.734,225864.5,125325.21,105891.78,133208.08,75195.125,106539.86,161138.81,74660.984,100980.32,104437.67,74123.852,136272.94,101304.54,107425.88,102460.85,113731.55,146212.73,105474.46,106539.86,105891.78,96683.289,63923.914,130024.91,63535.07,74577.898,86683.266,121928.41,102460.85,114881.44,76845.641,84017.898,99215.789,145024.92,128076.07,102460.85,79904.891,138501.81,149592.84,105261.38,90558.883,123539.76,100260.16,105891.78,98016.672,106539.86,124651.63,92689.68,81968.68,79904.891,152479,106539.86,125325.21,90558.883,127070.14,83654.508,60573.852,69826.82,81968.68,68648.773,76845.641,68928.867,135768.97,97420.438,73771.813
36,134772.92,113410.1,186444.75,97337.813,75198.109,112797.16,133423.64,112792.69,72061.992,128911.05,114881.44,146212.73,115422.04,106539.86,148248.5,115063.05,187987.81,128076.07,153691.28,88772.023,83550.141,85940.695,112797.16,106559.29,83550.141,147173.45,138718.23,138501.81,104409.06,102460.85,85638.891,56122.645,150390.25,156656.52,65574.945,180016.03,125325.21,100597.2,94534.766,73049.594,97420.438,146212.73,83792.18,111186.37,108670.66,79919.469,127070.14,91066.93,96683.289,88428.086,113731.55,127070.14,104437.67,116480.96,100411.64,103393.3,66604.039,150390.25,93184.766,52204.531,111323.72,211783.56,147025,102278.27,64659.039,88772.023,85231.891,120103.32,127070.14,102460.85,79495.148,132364.72,161138.81,74124.25,93993.906,128911.05,87362.688,95885.875,102715.03,99387.031,155660.92,87091.727,87091.727,81968.68,153691.28,112706.94,127070.14,87091.727,121147.7,91311.992,55485.465,63535.07,90165.555,71381.703,78839.492,74124.25,193366.58,116019.95,86831.258
37,132364.72,117829.98,168367.94,126782.43,95302.602,88772.023,125325.21,95885.875,77346.633,143445.2,112706.94,140990.86,116480.96,91905.148,95302.602,121775.55,179306.5,125717.03,159809.78,95885.875,107425.88,142953.91,107605.26,95609.031,117193.84,135768.97,129100.68,134240.22,107425.88,97337.813,85772.344,66054.711,148248.5,148568.23,64455.523,239714.69,118014.57,93993.906,109068.53,73771.813,85940.695,158837.67,77283.875,112706.94,97420.438,76708.695,132635.84,85940.695,107425.88,81968.68,105891.78,114881.44,122953.02,102460.85,133174.83,132364.72,63923.914,130246.89,105891.78,102054.58,61618.227,127070.14,125325.21,110648.65,72061.992,91311.992,99906.063,132364.72,127070.14,93755.078,67884.484,131591.47,150396.22,66599.555,90558.883,105891.78,81968.68,104437.67,104437.67,89140.945,132364.72,91311.992,83550.141,98362.422,127413.96,101788.18,130547.09,93239.375,127070.14,83550.141,74124.25,68829.656,85638.891,69973.242,63535.07,63923.914,139653.64,100597.2,112797.16
38,129187.98,150396.22,193209.69,90008.016,134282.34,102348.92,132364.72,99082.07,67678.297,92214.766,109659.55,172848.23,107425.88,75198.109,161138.81,117193.84,172322.16,125325.21,153543.08,96361.523,73771.813,105891.78,116480.96,76708.695,108615.18,122520.84,128911.05,171881.39,91311.992,138501.81,94243.688,58240.48,130547.09,148248.5,69250.906,202425.73,109736.05,96951.273,113837.06,75198.109,104437.67,155612.13,72447.102,111866.85,116019.95,77346.633,140632.61,92214.766,104437.67,105891.78,116480.96,132364.72,96361.523,96313.203,95885.875,101212.87,57440.719,127847.83,66840.109,135768.97,88772.023,86683.266,208875.34,106539.86,67624.164,90237.734,99215.789,130547.09,122953.02,95609.031,95885.875,139346.77,167100.28,96683.289,92214.766,135768.97,79418.836,105277.36,97337.813,95885.875,113304.2,90237.734,82595.586,77346.633,139346.77,105891.78,134282.34,92214.766,133199.11,91311.992,64455.523,63525.73,85638.891,70947.492,60573.852,66840.109,139653.64,85940.695,169189.03
39,126369.59,121775.55,131044.02,114881.44,106351.62,96683.289,132364.72,106559.29,77346.633,91624.281,107425.88,107425.88,105277.36,96683.289,137297.55,108615.18,185310.61,133174.83,135768.97,80477.75,84713.422,117094.2,105891.78,143445.2,90008.016,104832.87,133174.83,133199.11,99387.031,117539.88,97542.734,62662.605,131149.89,150366.33,66054.711,172322.16,118168.46,95885.875,105891.78,68829.656,85940.695,130547.09,82717.922,103128.84,104437.67,76845.641,133199.11,74577.898,127070.14,102054.58,96951.273,117193.84,102484.28,116480.96,102054.58,98362.422,59299.398,127847.83,107570.8,87014.961,85231.891,125325.21,88949.094,104437.67,74124.25,83792.18,92949.531,124280.83,112932.25,108285.28,81968.68,135768.97,145959.61,114881.44,87091.727,107425.88,84166.492,86831.258,102460.85,76845.641,128913.23,114756.16,76708.695,86683.266,137659.31,91596.391,107425.88,95302.602,102460.85,88089.219,85231.891,71017.617,83792.18,80569.406,73106.367,66840.109,154602,100147.47,66840.109
40,132133.83,111186.37,138501.81,105482.05,75198.109,102054.58,117193.84,102460.85,75198.109,86683.266,107425.88,127847.83,104437.67,105891.78,95832.063,111186.37,160834.02,127070.14,148568.23,77301,66711.82,68829.656,105891.78,102460.85,40984.34,158814.33,121928.41,131149.89,98171.414,86831.258,85638.891,62476.152,132364.72,144012.83,63923.914,211783.56,122834.47,104437.67,115780.77,71975.336,93755.078,159789.64,83101.094,94534.766,92214.766,77346.633,127070.14,107583.9,112706.94,107425.88,94776.289,118168.46,102715.03,106539.86,102460.85,106351.62,76708.695,133174.83,112797.16,90860.773,102460.85,107425.88,106539.86,104409.06,87362.688,93993.906,99215.789,120903.8,118168.46,104203.09,79904.891,135768.97,141840.91,79919.469,93755.078,116019.95,92689.68,110801.45,102460.85,91311.992,107583.9,100411.64,84713.422,81461.383,148090.41,92419.688,141395.98,96082.656,95302.602,81461.383,90558.883,68648.773,87091.727,71722.602,61417.234,68829.656,161138.81,102460.85,79904.891
